paper_id,author_id,affiliation
1871611,81408595747,"The University of Queensland, Brisbane, Australia"
1871611,81100306603,"Renmin University of China, Beijing, China"
2661848,81466644374,"Florida International University, Miami, FL, USA"
2661848,81466644066,"Florida International University, Miami, FL, USA"
2661848,99658654999,"Florida International University, Miami, FL, USA"
2661848,81361593054,"Florida International University, Miami, FL, USA"
2661848,81490683594,"Florida International University, Miami, FL, USA"
2661848,81466642027,"Florida International University, Miami, FL, USA"
2661848,82658641157,"Florida International University, Miami, FL, USA"
2661848,99658621350,"Florida International University, Miami, FL, USA"
2661848,81384619396,"Florida International University, Miami, FL, USA"
2661848,81100475528,"Florida International University, Miami, FL, USA"
2661848,99658653979,"ChangHong Hongxin Software Co., Ltd, Mianyang, Sichuan, China"
2661848,99658657320,"ChangHong Hongxin Software Co., Ltd, Mianyang, Sichuan, China"
2063796,81418593619,"The University of Queensland, Brisbane, Australia"
2063796,81363592880,"Queensland University of Technology, Brisbane, Australia"
2063796,81408595747,"The University of Queensland, Brisbane, Australia"
1871772,81472649086,"Chinese Academy of Sciences, Beijing, China"
1871772,81310489120,"Chinese Academy of Sciences, Beijing, China"
1871772,81472640699,"Chinese Academy of Sciences, Beijing, China"
1871772,81339507368,"Chinese Academy of Sciences, Beijing, China"
1871772,81451597082,"Chinese Academy of Sciences, Beijing, China"
238444,81100479348,"George Mason University"
238444,81423593091,"George Mason University"
2662090,87658614857,"Stanford University, Palo Alto, USA"
2662090,81548777456,"Peking University, Beijing, China"
2662090,82259188357,"CMU, Pittsburgh, USA"
2063659,81436596627,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2063659,81363598485,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2063659,81451595985,"North Dakota State University, Fargo, USA"
2063659,81100564379,"University of Montreal, Montreal, Canada"
2063659,81416606648,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2063659,81488659850,"Graduate University of Chinese Academy of Sciences, Beijing, China"
2505598,81384616107,"Hefei University of Technology, Hefei city, China"
2505598,81455605782,"Microsoft Research Asia, Bei Jing, China"
2505598,81502785513,"Microsoft Research Asia, Bei Jing, China"
2505598,81452596585,"University of Vermont, Vermont, USA"
1458360,81409597966,"Queensland University of Technology, Brisbane, Australia"
1458360,81100658192,"Asia University, Taichung, Taiwan Roc"
1458360,81330499212,"Queensland University of Technology, Brisbane, Australia"
2398713,81549486056,"Hong Kong Baptist University, Hong Kong, China"
2398713,81453614047,"Hong Kong Baptist University, Hong Kong, China"
2398713,81451593742,"Hong Kong Baptist University, Hong Kong, China"
2398713,81100479742,"Hong Kong Baptist University, Hong Kong, China"
2398713,81549533856,"United International College, Zhu Hai, China"
2505567,81384616107,"Hefei University of Technology, Hefei city, China"
2505567,81455605782,"Microsoft Research Asia, Bei Jing, China"
2505567,81100413639,"Shanghai Jiao Tong University, Shang Hai, China"
2505567,81502686182,"Renmin University of China, Microsoft Research Asia, Bei Jing, China"
2505567,81452596585,"University of Vermont, Vermont, USA"
1871483,81440602908,"Hong Kong Baptist University, Hong Kong, China"
1871483,81451593742,"Hong Kong Baptist University, Hong Kong, China"
1871483,81100479742,"Hong Kong Baptist University, Hong Kong, China"
1871483,81456629153,"Hong Kong Baptist University, Hong Kong, China"
2398590,81452603769,"Tsinghua University, Beijing, China"
2398590,81485653603,"Tsinghua University, Beijing, China"
2398590,81314493453,"Tsinghua University, Beijing, China"
2507823,83458759057,"Harbin Institute of Technology, Harbin, China"
2507823,81479640980,"Harbin Institute of Technology, Harbin, China"
2507823,84459516457,"Harbin Institute of Technology, Harbin, China"
2507823,81423594103,"Harbin Institute of Technology, Harbin, China"
2507823,83458856557,"Carnegie Mellon University, Pittsburgh, PA, USA"
2507823,81100488454,"Carnegie Mellon University, Pittsburgh, PA, USA"
2507823,81548013289,"ZTE Corporation, Nanjing, China"
2507823,84459935457,"ZTE Corporation, Nanjing, China"
2507823,84460228057,"ZTE Corporation, Nanjing, China"
319966,81538678556,"C&C; Media Res. Labs., NEC Corporation"
319966,81100329516,"C&C; Media Res. Labs., NEC Corporation"
288666,81414601728,"IBM Thomas J.Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
288666,81350576309,"IBM Thomas J.Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
288666,81100133093,"IBM Thomas J.Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
2398463,81490651616,"The Chinese University of Hong Kong, Hong Kong, China"
2398463,81447600785,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
2398463,81502765474,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
2398463,81351596071,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
2398463,81508702931,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
2063741,81490651616,"The Chinese University of Hong Kong, Hong Kong, China"
2063741,81447600785,"The Chinese University of Hong Kong, Hong Kong, China"
2063741,81442599371,"University of Tsukuba, Japan, Japan"
2396794,81448592257,"UC Santa Barbara, Santa Barbara, CA, USA"
2396794,81100044779,"UC Santa Barbara, Santa Barbara, CA, USA"
2396794,81549475356,"IBM Research, Hawthorne, NY, USA"
2396794,81464666537,"UC Santa Barbara, Santa Barbara, CA, USA"
2505705,83358711557,"Zhejiang University, Hangzhou, China"
2505705,81100352802,"Zhejiang University, Hangzhou, China"
2505705,81451593853,"Zhejiang University, Hangzhou, China"
2505609,81418595962,"Georgia Institute of Technology, Atlanta, GA, USA"
2505609,81100528811,"Georgia Institute of Technology, Atlanta, GA, USA"
170399,81100475367,"Department of Computer Science, University of Maryland, College Park, MD"
170399,81100494793,"Department of Computer Science, University of Maryland, College Park, MD"
1458218,81409597966,"Queensland University of Technology, Brisbane, Australia"
1458218,81384607524,"Queensland University of Technology, Brisbane, Australia"
1458218,81100240638,"Queensland University of Technology, Brisbane, Australia"
1458218,81314493213,"Queensland University of Technology, Brisbane, Australia"
1458218,81406595957,"City University of Hong Kong, Hong Kong, China"
2661917,99658658398,"Key Laboratory of Computational Linguistics, Ministry of Education, EECS, Peking University, Beijing, China"
2661917,99658657576,"Key Laboratory of Computational Linguistics, Ministry of Education, EECS, Peking University, Beijing, China"
2661917,99658655402,"Key Laboratory of Computational Linguistics, Ministry of Education, EECS, Peking University, Beijing, China"
2661917,81421603670,"Key Laboratory of Computational Linguistics, Ministry of Education, EECS, Peking University, Beijing, China"
956924,81100475528,"University of Rochester, NY"
956924,81100413890,"University of Rochester, NY"
956924,81335495822,"University of Rochester, NY"
2063974,81453626129,"Kexueyuan South Road No. 6, Zhongguancun, Haidian District, Beijing, Beijing, China"
2063974,81384603947,"Kexueyuan South Road No. 6, Zhongguancun, Haidian District, Beijing, Beijing, China"
2063974,81461653571,"Kexueyuan South Road No. 6, Zhongguancun, Haidian District, Beijing, Beijing, China"
2063974,81440604939,"Kexueyuan South Road No. 6, Zhongguancun, Haidian District, Beijing, Beijing, China"
2063974,81325488381,"Kexueyuan South Road No. 6, Zhongguancun, Haidian District, Beijing, Beijing, China"
2063994,81442597027,"Soochow University, Suzhou, China"
2063994,81408601310,"Soochow University, Suzhou, China"
2063994,81490671713,"Soochow University, Suzhou, China"
2063994,81470641932,"Hong Kong Baptist University, Hong Kong, Hong Kong"
2063994,81490647077,"Soochow University, Suzhou, China"
2661830,81442597955,"Renmin University of China, Beijing, China"
2661830,81485653980,"Renmin University of China, Beijing, China"
2661830,81555317956,"Renmin University of China, Beijing, China"
2661830,81322508855,"Renmin University of China, Beijing, China"
2662053,81551513756,"University of Athens, Athens, Greece"
2662053,81508705824,"University of Athens, Athens, Greece"
2662053,81552341656,"Université Lille-Nord de France, Lens, France"
2505754,81331498183,"The University of Texas - Pan American, Edinburg, TX"
2505754,81350582990,"The Hong Kong University of Sci. and Tech., Kowloon, Hong Kong, China"
1646062,81331498183,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
1646062,81350582990,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
1099616,81340490466,"University of Waterloo, Waterloo, ON, Canada"
1099616,81350582990,"Hong Kong University of Science and Technology, Hong Kong, China"
1099616,81100223968,"University of Waterloo, Waterloo, ON, Canada"
1099616,81384595752,"University of Waterloo, Waterloo, ON, Canada"
1099616,81100002281,"University of Waterloo, Waterloo, ON, Canada"
2063826,81331498183,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
2063826,81490674185,"Hong Kong University of Science and Technology, Hong Kong , Hong Kong"
2063826,81350582990,"Hong Kong University of Science and Technology, Hong Kong , Hong Kong"
1458339,81100044083,"Australian National University, Canberra, ACT, Australia"
1458339,81384607378,"Australian National University, Canberra, ACT, Australia"
1458339,81447600785,"Chinese Univ. of Hong Kong, Hong Kong, Hong Kong"
2390134,81548836556,"The Hong Kong Polytechnic University, Hong Kong, Hong Kong"
2390134,81100470735,"The Hong Kong Polytechnic University, Hong Kong, Hong Kong"
2661905,81556005056,"University of Amsterdam, Amsterdam, Netherlands"
2661905,82458722457,"University of Amsterdam, Amsterdam, Netherlands"
2661905,81363606772,"904Labs, Amsterdam, Netherlands"
2661905,81363603916,"Yahoo Labs, Barcelona, Spain"
2661905,81335489572,"University of Amsterdam, Amsterdam, Netherlands"
2063821,81490655119,"University of British Columbia, Vancouver, BC, Canada"
2063821,81470652197,"University of British Columbia, Vancouver, BC, Canada"
2063821,81452610814,"University of British Columbia, Vancouver, BC, Canada"
1871693,81438593067,"Queensland University of Technology, Brisbane, Australia"
1871693,81314493213,"Queensland University of Technology, Brisbane, Australia"
1871693,81409597966,"Queensland University of Technology, Brisbane, Australia"
1871693,81330495871,"Queensland University of Technology, Brisbane, Australia"
2398492,81438593067,"The Australian National University, Canberra, Australia"
2398492,81314493213,"Queensland University of Technology, Brisbane, Australia"
2398492,81100087706,"Queensland University of Technology, Brisbane, Australia"
2398492,81100259455,"The Australian National University, Canberra, Australia"
2398635,81549438756,"UTS, Sydney, Australia"
2398635,81548916556,"UTS, Sydney, Australia"
2662015,99658649042,"Chinese Academy of Sciences, Beijing, China"
2662015,87058767557,"Chinese Academy of Sciences, Beijing, China"
2662015,99658633966,"Chinese Academy of Sciences, Beijing, China"
2662015,81557782856,"Chinese Academy of Sciences, Beijing, China"
2662015,81539784056,"Chinese Academy of Sciences, Beijing, China"
2063928,81100507518,"Jiangxi University of Finance and Economics, Nanchang, China"
2063928,81490660674,"Jiangxi University of Finance and Economics, Nanchang, China"
2063928,81350582990,"Hong Kong University of Science and Technology, Hong Kong, China"
2063928,81339535265,"Jiangxi University of Finance and Economics, Nanchang, China"
1646189,81309509860,"Thomson Reuters, Eagan, MN, USA"
1646189,81100204305,"Thomson Reuters, Eagan, MN, USA"
2505529,81558481956,"National Chiao Tung University, HsinChu, Taiwan Roc"
2505529,84460323557,"Yahoo! Inc., Taipei, Taiwan Roc"
2505529,81100022878,"National Chiao Tung University, HsinChu, Taiwan Roc"
2505529,81485649549,"Chinese Naval Academy, Kaohsiung, Taiwan Roc"
2505605,84460399457,"Jiangxi University of Finance and Economics, Nanchang, China"
2505605,84459106857,"Sumo Logic, Redwood, CA, USA"
2505605,81501659353,"University of Illinois at Chicago, Chicago, IL, USA"
2505605,81350576309,"University of Illinois at Chicago, Chicago, IL, USA"
956972,81331497753,"Massachusetts Institute of Technology"
956972,81100288264,"Cornell University"
319961,81100468258,"School of Accountancy and Information Systems, Marriott School of Management, Brigham Young University, Provo, UT"
319961,81544016356,"Computer Science Department, Brigham Young University, Provo, UT"
319961,81332494534,"School of Accountancy and Information Systems, Marriott School of Management, Brigham Young University, Provo, UT"
1871963,81100632027,"Syracuse University, Syracuse, NY, USA"
266912,81100540741,"Intel Architecture Labs, Hillsboro, Oregon, Intel Corporation"
1651317,81438597735,"The University of Iowa, Iowa City, USA"
1651317,81100073442,"The University of Iowa, Iowa City, IA, USA"
2507818,82659047557,"Indraprastha Institute of Information Technology, New Delhi, India"
2507818,81320487534,"Indraprastha Institute of Information Technology, New Delhi, India"
2662005,81508701935,"Australian National University, Canberra, Australia"
2662005,81100245904,"Monash University, Melbourne, Australia"
2662006,81474678942,"KAIST, Daejeon, South Korea"
2662006,99658657886,"KT, Seoul, South Korea"
2662006,81100492259,"KAIST, Daejeon, South Korea"
320013,81452592357,"School of Computing, National University of Singapore, 10, Kent Ridge Crescent, Singapore 119260"
320013,81545937656,"DSO National Laboratories, 20 Science Park Drive, Singapore 118230"
320013,81100156711,"School of Computing, National University of Singapore, 10, Kent Ridge Crescent, Singapore 119260"
320052,81100398524,"Computer Science Department, Brigham Young University, Provo, Utah"
320052,81339519607,"Computer Science Department, Brigham Young University, Provo, Utah"
1871557,81362590746,"Singapore Management University, Singapore, Singapore"
1871557,81447599091,"Singapore Management University, Singapore, Singapore"
1871557,81339507289,"University of Illinois at Chicago, Chicago, USA"
1871557,81414615435,"University of Illinois at Chicago, Chicago, USA"
1871557,81100244697,"Institute for Infocomm Research, Singapore, Singapore"
170469,81100399142,"Department of Computer Science, University of Minnesota, Minneapolis, MN"
170469,81100063012,"Department of Computer Science, University of Minnesota, Minneapolis, MN"
1646157,81100398052,"University of Hawaii at Manoa, Honolulu, HI, USA"
1646157,81455605782,"Microsoft Research, Beijing, China"
1646157,81314494963,"IBM Research, Hawthorne, NY, USA"
288649,81100640957,"Computer Science Department, Federal University of Minas Gerais, 31270-901 - Belo Horizonte - MG - Brazil, and Medical Informatics Group, Sarah Hospital Network, 30510-000 - Belo Horizonte - MG -  ..."
288649,81452616089,"Computer Science Department, Federal University of Minas Gerais, 31270-901 - Belo Horizonte - MG - Brazil"
288649,81100628881,"Computer Science Department, Federal University of Minas Gerais, 31270-901 - Belo Horizonte - MG - Brazil"
2505706,81487653229,"University of Glasgow, Glasgow, United Kingdom"
2505706,81316489301,"University of Glasgow, Glasgow, United Kingdom"
2505706,81100017083,"University of Glasgow, Glasgow, United Kingdom"
2507874,81487653229,"University of Glasgow, Glasgow, United Kingdom"
2507874,81316489301,"University of Glasgow, Glasgow, United Kingdom"
2507874,81100017083,"University of Glasgow, Glasgow, United Kingdom"
2661958,81487653229,"University of Glasgow, Glasgow, United Kingdom"
2661958,81316489301,"University of Glasgow, Glasgow, United Kingdom"
2661958,81100017083,"University of Glasgow, Glasgow, United Kingdom"
319957,81100227324,"USC/Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, CA"
1871485,81447594257,"University of Kansas, Lawrence, KS, USA"
1871485,81320488854,"University of Kansas, Lawrence, KS, USA"
2063601,81490664474,"Department of Computer Science and Information Engineering National Taiwan University, Taiwan, Taipei, Taiwan Roc"
2063601,81447597762,"Department of Computer Science and Information Engineering National Taiwan University, Taiwan, Taipei, Taiwan Roc"
2398517,81487651190,"Tsinghua University, Beijing, China"
2398517,81100136158,"Tsinghua University, Beijing, China"
2398517,81548317256,"Chinese Academy of Sciences, Beijing, China"
2398517,81408602894,"Tsinghua University, Beijing, China"
2398517,81409596460,"Tsinghua University, Beijing, China"
1646230,81447601379,"University of Washington, Seattle, WA, USA"
1646230,81100326270,"University of Washington, Seattle, WA, USA"
1646230,81100142271,"University of Washington, Seattle, WA, USA"
1646003,81447596005,"University of Exeter, Exeter, United Kingdom"
1646003,81100331593,"The Open University, Milton Keynes, United Kingdom"
2389660,81496672259,"Twitter Inc, San Francisco, CA, USA & University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2389660,81464667715,"University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2389660,81472654356,"University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2389660,81351593425,"University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2662019,81496682065,"Institute of Information Engineering, CAS, Beijing, China"
2662019,81496647334,"Institute of Computing Technology, CAS, Beijing, China"
2662019,81482656359,"Institute of Computing Technology, CAS, Beijing, China"
2662019,99658657074,"Institute of Information Engineering, CAS, Beijing, China"
2662019,81350598297,"Institute of Computing Technology, CAS, Beijing, China"
2662019,81435597164,"Institute of Computing Technology, CAS, Beijing, China"
2398736,81485641455,"University of Science and Technology of China, Hefei, China"
2398736,81100054480,"University of Science and Technology of China, Hefei, China"
2398736,81481643799,"University of Science and Technology of China, Hefei, China"
2398736,81339539394,"University of Science and Technology of China, Hefei, China"
956886,81471640432,"MIT Computer Science and Artificial Intelligence Laboratory"
956886,81100411736,"MIT Computer Science and Artificial Intelligence Laboratory"
2505607,81501642665,"University of Illinois at Chicago, Chicago, IL, USA"
2505607,81466643630,"University of Illinois at Chicago, Chicago, IL, USA"
2505607,81350576309,"University of Illinois at Chicago, Chicago, IL, USA"
1458333,81418597278,"Utah State University, Logan, UT, USA"
1458333,81100398504,"Utah State University, Logan, UT, USA"
1646185,81314483847,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
1646185,81100033051,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
1646185,81100193887,"The Chinese University of Hong Kong, Hong Kong, Hong Kong"
2396787,81485646578,"Xiamen University, Xiamen, China"
2396787,81549229556,"Xiamen University, Xiamen, China"
2396787,81466645880,"Florida International University, Miami, FL, USA"
2396787,81363591802,"Florida International University, Miami, FL, USA"
2396787,81350590344,"Duke University, Durham, NC, USA"
2396787,81100475528,"Florida International University, Miami, FL, USA"
2063889,81472646363,"Dalian University of Technology, Dalian, China"
2063889,81414613961,"Dalian University of Technology, Dalian, China"
2063889,81487649993,"Dalian University of Technology, Dalian, China"
2063889,81487643785,"Dalian University of Technology, Dalian, China"
2507843,84460504957,"National Taiwan University, Taipei, Taiwan Roc"
2507843,84460094157,"National Taiwan University, Taipei, Taiwan Roc"
2507843,81501657390,"National Taiwan University, Taipei, Taiwan Roc"
2507843,81350589211,"National Taiwan University, Taipei, Taiwan Roc"
2662071,84460504957,"National Taiwan University, Taipei, Taiwan Roc"
2662071,84460094157,"National Taiwan University, Taipei, Taiwan Roc"
2662071,81501657390,"National Taiwan University, Taipei, Taiwan Roc"
2662071,81350589211,"National Taiwan University, Taipei, Taiwan Roc"
1871679,81472646363,"Dalian University of Technology, DaLian, China"
1871679,81414613961,"Dalian University of Technology, DaLian, China"
1871679,81450592288,"Dalian University of Technology, Dalian, China"
1871679,81472640488,"Dalian University of Technology, Dalian, China"
1871679,81472644834,"Dalian University of Technology, Dalian, China"
2661932,81472646363,"Dalian University of Technology, DaLian, China"
2661932,81414613961,"Dalian University of Technolog, DaLian, China"
2661932,81501656268,"Dalian University of Technolog, DaLian, China"
2661932,81558437056,"Dalian University of Technolog, DaLian, China"
238470,81100222651,"Case Western Reserve University"
238470,81100289424,"Case Western Reserve University"
266891,81545014156,"Department of Computer Science, Linkoping University, Sweden"
266891,81100255642,"Department of Computer Science, Linkoping University, Sweden"
238500,81545014156,"Department of Computer Science, Linkoping University, Sweden"
238500,81100255642,"Department of Computer Science, Linkoping University, Sweden"
238500,81100650187,"Department of Computer Science, Linkoping University, Sweden"
238500,81100498218,"Department of Computer Science, University of Colorado at Colorado Springs"
1099691,81544843056,"University of California, Santa Barbara, Santa Barbara, CA"
1099691,81100109228,"University of California, Santa Barbara, Santa Barbara, CA"
1458289,81329490164,"Arizona State University, Tempe, AZ, USA"
1458289,81100245977,"Arizona State University, Tempe, AZ, USA"
1458289,81319494744,"Arizona State University, Tempe, AZ, USA"
2063727,81496682065,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2063727,81309503957,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2063727,81350598297,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
2398469,81496682065,"Chinese Academy of Sciences, Beijing, China"
2398469,81548753156,"Chinese Academy of Sciences, Beijing, China"
2398469,81350598297,"Chinese Academy of Sciences, Beijing, China"
2398469,81482656359,"Chinese Academy of Sciences, Beijing, China"
2398469,81414611682,"Wayne State University, Detroit, MI, USA"
2396805,81548883456,"Nanyang Technological University, Singapore, Singapore"
2396805,81314495365,"Nanyang Technological University, Singapore, Singapore"
2396805,81408594266,"Nanyang Technological University, Singapore, Singapore"
2396805,81406592411,"Nanyang Technological University, Singapore, Singapore"
2063805,81466644461,"East China Normal University & Hong Kong Baptist University, Shanghai, China"
2063805,81451593742,"Hong Kong Baptist University, Hong Kong, China"
2063805,81456629153,"Hong Kong Baptist University, Hong Kong, China"
2398482,81485646578,"Xiamen University, Xiamen, China"
2398482,81548697656,"Xiamen University, Xiamen, China"
2398482,81549378656,"Florida International University, Miami, FL, USA"
2398482,81549485456,"Tongji University, Shanghai, China"
2398482,81100475528,"Florida International University, Miami, FL, USA"
319979,81100224297,"Centre for Advanced Information Systems, School of Applied Science, Nanyang Technological University, Nanyang Avenue, Singapore 639798"
319979,81100199155,"Centre for Advanced Information Systems, School of Applied Science, Nanyang Technological University, Nanyang Avenue, Singapore 639798"
319979,81100399142,"Centre for Advanced Information Systems, School of Applied Science, Nanyang Technological University, Nanyang Avenue, Singapore 639798"
319979,81423593727,"Centre for Advanced Information Systems, School of Applied Science, Nanyang Technological University, Nanyang Avenue, Singapore 639798"
1871620,81472646364,"National Taiwan Univesity, Taipei, Taiwan Roc"
1871620,81100353194,"Academia Sinica, Taipei, Taiwan Roc"
1871620,81450594725,"National Taiwan University, Taipei, Taiwan Roc"
2507813,84458793257,"SKLSDE Lab, Beihang University, Beijing, China"
2507813,84460578657,"SKLSDE Lab, Beihang University, Beijing, China"
2507813,81430639096,"SKLSDE Lab, Beihang University, Beijing, China"
1458318,81384615918,"Nanyang Technological University, Singapore, Singapore"
1458318,81337494819,"Nanyang Technological University, Singapore, Singapore"
1031283,81100135418,"Carnegie Mellon University, Pittsburgh, PA"
1031283,81452611253,"Carnegie Mellon University, Pittsburgh, PA"
2662013,99658657297,"IBM Research - China, Beijing, China"
2662013,81546453556,"Institute of Automation, Chinese Academy of Sciences, Beijing, China"
2662013,99658656823,"IBM Research - China, Beijing, China"
2662013,81361594362,"IBM Research - China, Beijing, China"
2662013,81350570046,"IBM T.J. Watson Research Center, New York, UNK, USA"
191305,81350573402,"Department of Computer Science, University of Alberta, 615 GS Bldg. Edmonton, T6G 2H1, Canada"
1645987,81331498077,"School of Information Studies, Syracuse University, Syracuse, NY, USA"
1645987,81340493803,"Yahoo!, Santa Clara, CA, USA"
1458368,81329490329,"Northwestern University, Evanston, IL, USA"
1458368,81350597590,"Northwestern University, Evanston, IL, USA"
1458368,99658651623,"Northwestern University, Evanston, IL, USA"
584854,81100530099,"University of Massachusetts, Amherst, MA"
584854,81100652508,"University of Massachusetts, Amherst, MA"
2513174,81555443256,"Arizona State University, Tempe, AZ, USA"
2513174,84459004757,"New Jersey Institute of Technology, Newark, NJ, USA"
2396818,81547529356,"The University of Melbourne, Melbourne, Australia"
2396818,81548409456,"The University of Melbourne, Melbourne, Australia"
2396818,81100616144,"The University of Melbourne, Melbourne, Australia"
2396818,81100389595,"The University of Melbourne, Melbourne, Australia"
2396818,81100368542,"The University of Melbourne, Melbourne, Australia"
2512426,81555443256,"Arizona State University, Tempe, AZ, USA"
2512426,82659009057,"Carnegie Mellon University, Pittsburgh, PA, USA"
2512426,84459004757,"New Jersey Institute of Technology, Newark, NJ, USA"
2505810,81331498077,"School of Informatics and Computing, Indiana University, Bloomington, IN, USA"
2505810,82459155157,"School of Informatics and Computing, Indiana University, Bloomington, IN, USA"
2505810,81447596242,"School of Informatics and Computing, Indiana University, Bloomington, IN, USA"
2505810,81502728759,"Department of Library Information Science, Yonsei University, Seoul, South Korea"
1099644,81100530099,"University of Massachusetts, Amherst, MA"
1099644,81100652508,"University of Massachusetts, Amherst, MA"
1099644,81100432433,"Wondir, Inc., Bethesda, MD"
1183778,81442594854,"IBM China Research Lab"
1183778,81320488328,"IBM China Research Lab"
1183778,81544207556,"Shanghai Jiaotong University and IBM China Research Lab"
1183778,81339530542,"IBM China Research Lab"
584807,81435602484,"Worcester Polytechnic Institute, MA"
584807,81351593901,"Worcester Polytechnic Institute, MA"
584807,81408601880,"Worcester Polytechnic Institute, MA"
1871707,81472650015,"University of Science and Technology of China, Hefei, China"
1871707,81323488612,"University of Science and Technology of China, Hefei, China"
1871707,81451596433,"Rutgers University, Newark, NJ, USA"
1871707,81100136610,"University of Texas at Arlington, Arlington, TX, USA"
2063701,81488650664,"Nankai University, Tianjin, China"
2063701,81490683265,"Nankai University, Tianjin, China"
2063701,81407593276,"UC, Santa Cruz, Santa Cruz, USA"
2063701,81423595577,"Nankai University, Tianjin, China"
2063593,81490641153,"School of EECS, Peking University, Beijing, China"
2063593,81100429285,"Microsoft Research Asia, Beijing, China"
2063593,81418597460,"School of EECS, Peking University, Beijing, China"
2063593,81408598560,"Microsoft Research Asia, Beijing, China"
1645958,81447594735,"Nanyang Technological University, Singapore, Singapore"
1645958,81100068558,"Nanyang Technological University, Singapore, Singapore"
1645958,81316490430,"Nanyang Technological University, Singapore, Singapore"
1645958,81100399142,"Singapore Management University, Singapore, Singapore"
2512407,81490648135,"University of Delaware, Newark, DE, USA"
2512407,81319491487,"University of Delaware, Newark, DE, USA"
2398551,81490648135,"University of Delaware, Newark, DE, USA"
2398551,81319491487,"University of Delaware, Newark, DE, USA"
2398551,81548805456,"HP Labs, Palo Alto, CA, USA"
2398551,81314494963,"HP Labs, Beijing, China"
2063588,81490648135,"University of Delaware, Newark, DE, USA"
2063588,81319491487,"University of Delaware, Newark, DE, USA"
2063588,81350596731,"HP Labs, Beijing, China"
2063588,81314494963,"HP Labs, Beijing, China"
1871578,81453650149,"Harbin Institute of Technology, Harbin, China"
1871578,81100350190,"Harbin Institute of Technology, Harbin, and Chinese Academy of Sciences, Beijing, China"
1871578,81452595352,"Harbin Institute of Technology, Harbin, China"
584864,81546785156,"Chung Hua University, Hsinchu, Taiwan"
584864,81100083238,"Chung Hua University, Hsinchu, Taiwan"
1646238,81314494240,"University of Central Florida, Orlando, FL, USA"
1646238,81452593429,"University of Central Florida, Orlando, FL, USA"
238484,81100527154,NJIT
238484,81100419711,"Kean College of New Jersey"
238484,81455605583,NJIT
238484,81100330914,NJIT
238484,81100454230,NJIT
1183755,81452596499,"Virginia Polytechnic Institute, Blacksburg, VA"
1183755,81335492485,"Yahoo! Research, Burbank, CA"
1183755,81320491113,"Carnegie Mellon University, Pittsburgh, PA"
2505584,81490676450,"School of Computer Science and Technology, Tianjin University, Tianjin, China"
2505584,84460597057,"School of Computer Science and Technology, Tianjin University, Tianjin, China"
2505584,81384602888,"School of Computer Science and Technology, Tianjin University, Tianjin, China"
2398630,81547529356,"The University of Melbourne, Melbourne, Australia"
2398630,81548396856,"The University of Melbourne, Melbourne, Australia"
2398630,81548409556,"The University of Melbourne, Melbourne, Australia"
2398630,81100616144,"The University of Melbourne, Melbourne, Australia"
2398630,81100389595,"The University of Melbourne, Melbourne, Australia"
2398630,81100323054,"Simon Fraser University, Burnaby, Canada"
2398630,81100368542,"The University of Melbourne, Melbourne, Australia"
2505639,81553315356,"École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
2505639,84460760757,"Nanyang Technological University, Singapore, Singapore"
2505639,81100580595,"École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
2505639,81329490717,"Nanyang Technological University, Singapore, Singapore"
2661939,99658633513,"Peking University, Beijing, China"
2661939,81548954056,"University of South Carolina, Columbia, SC, USA"
2661939,81452616942,"Rutgers University, New Brunswick, NJ, USA"
2398434,81548954056,"University of South Carolina, Columbia, SC, USA"
2398434,81464664210,"Rutgers University, New Brunswick, NJ, USA"
2398434,81407593839,"Rutgers University, New Brunswick, NJ, USA"
2398434,81452616942,"Rutgers University, New Brunwick, NJ, USA"
2398434,81438595262,"Wayne State University, Detroit, MI, USA"
2398600,81549255156,"Tsinghua University, Beijing, China"
2398600,81452603769,"Tsinghua University, Beijing, China"
2398600,81314493453,"Tsinghua University, Beijing, China"
2063927,81490676450,"Tianjin University, Tianjin, China"
